date,time,tweet,BUENO,NEUTRAL,MALO,QUEJA,AYUDA ,AGRADECIMIENTO,OUTSTANDING ,TÓPICO 
2024-02-02,11:11:22,"Y aprovecho el tuit para recomendarles a hey banco, yo lqm 🫶🏽 ni una sola queja en dos años",1,,,,,,1,
2024-02-06,11:34:36,interesante,,1,,,,,,
2024-02-07,2:05:30,Mejor aumenten líneas de crédito! 😭😭😭😭,,,1,1,,,,
2024-02-08,20:20:59,"Hey banco no, es ilimitado jajajaja, suena increíble.",1,,,,,,,
2024-02-08,19:16:00,"Cada más agradecido de peenecer a !! Si ocupan un banco que solucione, este es el mero bueno! Thkss",1,,,,,1,1,
2024-02-08,18:30:39,"Por eso me encanta Su app es simplemente increíble! 💯. Además de ser super intuitiva, Cashback en todas tus compras…",1,,,,,,1,
2024-02-08,5:52:22,"Aaawww que bonito, hey Banco mucho la cola :D",1,,,,,,,
2024-02-09,13:05:02,Gracias,1,,,,,1,,
2024-02-10,10:12:37,trae la de hey banco 😍🥹 humilde mi chiquito,1,,,,,,,
2024-02-11,11:40:38,"Para los que se preguntan dónde conseguir la tarjeta, la pueden sacar en Hey Banco con muchos diseños a elegir",,1,,,,,,
2024-02-12,20:17:49,"Ya es lo que empezaré a hacer, gracias….",1,,,,,1,,
2024-02-12,16:43:13,"Jajaj FIJA-TÈ como no te dije pero en fin.... so far, so good 😄🌈",,1,,,,,,
2024-02-12,16:11:52,"Mira amixe al fin, abrí mi cuenta me llegó super rápido, en 2 días, por dhl y pues nada, me ha encantado!! 🤩🤩🦄",1,,,,,,1,SERVICIO
2024-02-13,17:03:36,¡Celebra el amor con estilo este San Valentín! ❤️ Descubre las últimas colecciones de tus marcas favoritas aquí: SomosHey HeyMedia HeyBanco SanValentín Regalos,,1,,,,,,
2024-02-13,16:16:21,Comerciales tan ganadores como los Kansas Chiefs que nos dejó el SuperBowl este año: SomosHey HeyMedia HeyBanco Comerciales SBLVIII MichaelCera JLo MainScorsese,1,,,,,,,
2024-02-13,12:07:46,por favor de su apoyo para saber los módulos que tienen en CDMX. Gracias.,,1,,,1,,,SERVICIO
2024-02-19,12:04:17,"Ya se arregló, gracias.",1,,,,,1,,
2024-02-20,9:38:29,tenencia a 6MSI y los amo! 🥰 🫣,1,,,,,1,1,
2024-02-21,15:10:57,Al fin recuperé mi cuenta de Los amo! 🫱🏻‍🫲🏾,1,,,,,,1,
2024-02-22,10:15:48,"Hey, hey, hey, banco 👌✔️ Esto es perfecto",1,,,,,,,
2024-02-29,21:07:53,Gracias por la información. Me fue muy útil.,1,,,,,1,,
2024-03-01,23:39:44,"Ya tengo 11 meses con la TDC garantizada con buen uso, cuando me van a graduar? Recuerdo que cuando la contraté decía 6 meses de buen uso :(",,1,,1,,,,
2024-03-01,19:35:31,nunca falla 😎,1,,,,,,,
2024-03-01,4:46:39,"Muchas gracias, ya salí del apuro gracias a y .",1,,,,,1,,
2024-03-02,14:24:38,Gracias. Ya revisé,1,,,,,1,,
2024-03-06,20:09:14,Jaja gracias! 👏,,1,,,,,,
2024-03-06,16:28:42,Te recomiendo,1,,,,,,,
2024-03-08,2:06:50,Sábado Perpetuo 🙏,,1,,,,,,
2024-03-13,21:34:41,Gracias por la atención,1,,,,,1,,
2024-03-13,20:40:01,"Muchas gracias, ya quedó :)",1,,,,,1,,
2024-03-15,1:51:01,Agree contigo A la versh 👇🏽,,1,,,,,,
2024-03-16,16:45:25,"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. ✌🏽",,,1,1,,,,SERVICIO
2024-03-18,17:23:05,Gracias por la atención!,1,,,,,1,,
2024-03-18,17:13:48,"Hola, buenos días. Te atiende Luz, es un placer saludae. Para nosotros son muy impoantes tus comentarios, por lo que nos interesa saber más sobre tu experiencia. ¿Nos puedes brindar mayor detalle de la situación que presentas, por favor? 1",,1,,,,,,
2024-03-19,18:48:19,Gracias ya hable vía telefónica y se resolvió mi inquietud,1,,,,,1,,
2024-03-22,21:40:28,Te amo Gran experiencia ir a la hey shop Lxs tqm,1,,,,,,1,
2024-03-23,21:38:20,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción.",,1,,,,,,
2024-03-26,6:00:06,Buen dia! Hay alguna promocion a MSI para el pago de tenencia del ? Saludos,,1,,,1,,,
2024-03-27,20:47:08,"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+",1,,,,,,,
2024-03-27,2:21:57,"Gracias a por invitarnos a conocer más sobre la colección retro así como los detalles y obsequios ! Mi Tarjeta es la de Anime , acorde para comprar los boletos de cine para la nueva película de rascaldoesnotdream",1,,,,,,,
2024-03-28,20:07:52,Hola. Estaremos encantados de asistie de la mejor manera. Te invitamos a que nos escribas un DM y con gusto te ayudaremos con toda la información que requieres. Estaremos pendientes de ti.,,1,,,,,,
2024-03-28,18:00:54,gracias didi por la confianza y incrementar mi línea de crédito a 20k ni y mean ofreciendo tanto crédito gracias solo faltaría los MSI,1,,,,,1,,
2024-03-28,17:31:57,"Hola! Gracias, acabo de enviar correo.",1,,,,,1,,
2024-03-30,19:47:37,"hola, Les mande dm :)",,1,,,,,,
2024-03-30,18:47:15,Ayer me gané un sombrerito en y real me quedaba con mi outfit jajajaja y fui feliz todo el festival. Me lo chulearon mucho 💜☺️🤭,1,,,,,,,EVENTOS
2024-03-31,23:19:35,A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 🙌🏼💙,1,,,,,,1,
2024-03-31,2:47:12,TE AMO UN CHINGO 😍,,1,,,,,,
2024-04-04,8:41:17,Akamba regresa gracias a Aprovecha la venta PRE Cael presentada por Hey Banco. Disfruta de esta etapa única…,,1,,,,,,
2024-04-04,1:05:10,Lo mío se resolvió fácil. Solo entra a la banca en línea desde una computadora y te dirá que estas bloqueado pero pones el token de tu cel y listo. Suee,,1,,,,,,SERVICIO
2024-04-05,2:55:10,Para mí eso es más que suficiente.,,1,,,,,,
2024-04-07,23:22:19,"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción.",,1,,,,,,
2024-04-10,21:57:10,También necesito ayuda,,1,,,1,,,
2024-04-10,16:53:34,Listo!,,1,,,,,,
2024-04-10,16:05:30,Gracias ya lo solucione,1,,,,,1,,
2024-04-12,17:19:20,"buenos días, llevo desde el otro fin de semana tratando de pagar mis tarjetas pero no puede transferir a hey banco desde mi cuenta principal. ME REGRESAN TODAS LAS TRANSFERECIAS AYUDA",,1,,,1,,,SERVICIO
2024-04-15,23:44:20,Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.,1,,,,,1,,SERVICIO
2024-04-16,17:41:40,Gracias,1,,,,,1,,
2024-04-17,4:45:42,gracias 🤩,1,,,,,1,,
2024-04-18,17:28:23,Gracias,1,,,,,1,,
2024-04-18,15:59:11,los amo! Gracias ya pude entrar a mi App saludos 😆,1,,,,,1,,
2024-04-18,4:34:45,Sigue sin dejarme aumentar mi linea de la tarjeta de crédito garantizada,,1,,1,,,,
2024-04-21,15:21:43,"Ahora confirmo, gracias estimado",,1,,,,1,,
2024-04-23,22:52:05,😔 de acuerdo!! Muchas gracias.,1,,,,,1,,
2024-04-23,21:30:12,"Tío cuando me van a graduar, tengo la TDC garantizada ya hace más de un año que la saqué, y recuerdo que decían que con 6 meses de buen uso, ayuda :c",,,1,1,,,,
2024-04-25,0:51:24,"una duda, con quién tengo que ver si tengo problemas para aumentar mi línea de crédito de mi tarjeta hey garantizada, la app no me deja marca un error. Me pasa igual en mis 2 teléfonos que tengo.",,1,,,1,,,SERVICIO
2024-04-26,13:30:56,"Wey, lo mejor de es que puedo pagar con Apple Pay 🤩🥳",1,,,,,,1,SERVICIO
